name,sku,category,price,compareAtPrice,stock,description,shortDescription,image_1,weight,status,featured
Vastu Shanti Pooja Kit Heritage,RAM-PK-032,Pooja Kits,1399,1799,36,"Complete Vastu Shanti puja kit with yantras, 9 types of grains, havan samagri, and directional items.",Vastu correction ceremony kit,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,712,ACTIVE,false
Marriage Ceremony Pooja Kit Temple Grade,RAM-PK-033,Pooja Kits,1449,1819,9,Comprehensive vivah (marriage) puja kit with all required samagri for Hindu wedding ceremonies.,Wedding ritual complete supplies,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,1134,ACTIVE,false
Navagraha Shanti Pooja Kit Traditional,RAM-PK-034,Pooja Kits,2289,2549,19,"Complete Navagraha shanti kit with 9 coloured cloths, specific grains, yantras, and havan ingredients.",Nine-planet peace ceremony kit,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,1056,ACTIVE,false
Rudra Abhishek Pooja Kit Heritage,RAM-PK-035,Pooja Kits,1979,2419,55,"Complete Rudra Abhishek kit with panchamrit ingredients, bel patra, dhatura, bhasam, and mantra guide.",Shiva linga bathing ceremony kit,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,892,ACTIVE,false
Baby Naming Ceremony (Naamkaran) Kit Traditional,RAM-PK-036,Pooja Kits,1419,1719,24,"Traditional naamkaran ceremony kit with golden pen, honey, ghee, small kalash, and all samagri items.",Newborn naming ritual supplies,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,216,ACTIVE,false
Daily Pooja Essentials Kit Royal,RAM-PK-037,Pooja Kits,979,1299,135,"All-in-one daily pooja kit containing agarbatti, diya, camphor, kumkum, akshat, and cotton wicks.",Complete daily worship starter kit,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,692,ACTIVE,false
Griha Pravesh Pooja Kit Deluxe,RAM-PK-038,Pooja Kits,1729,2269,20,"Comprehensive griha pravesh housewarming puja kit with 51 samagri items, havan kund, and instruction guide.",House-warming ceremony complete set,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,1700,ACTIVE,false
Satyanarayan Pooja Kit Temple Grade,RAM-PK-039,Pooja Kits,1329,1669,30,"Full Satyanarayan vrat puja kit with all required samagri, katha book, prasad ingredients, and decoration items.",Complete vrat puja supplies,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,1055,ACTIVE,false
Havan Samagri Kit with Kund Traditional,RAM-PK-040,Pooja Kits,3719,4359,10,"Complete havan kit with copper kund, 51 herbs samagri, ghee, samidha wood sticks, and Vedic mantra book.",Complete fire ritual kit,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,716,ACTIVE,false
Vastu Shanti Pooja Kit Temple Grade,RAM-PK-041,Pooja Kits,469,629,21,"Complete Vastu Shanti puja kit with yantras, 9 types of grains, havan samagri, and directional items.",Vastu correction ceremony kit,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,1462,ACTIVE,false
Marriage Ceremony Pooja Kit Sacred,RAM-PK-042,Pooja Kits,2629,2979,10,Comprehensive vivah (marriage) puja kit with all required samagri for Hindu wedding ceremonies.,Wedding ritual complete supplies,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,3730,ACTIVE,false
Navagraha Shanti Pooja Kit Premium,RAM-PK-043,Pooja Kits,2359,3189,20,"Complete Navagraha shanti kit with 9 coloured cloths, specific grains, yantras, and havan ingredients.",Nine-planet peace ceremony kit,https://images.unsplash.com/photo-1609357605129-26f69add5d6e?w=800&auto=format&fit=crop&q=80,562,ACTIVE,false
Rudra Abhishek Pooja Kit Premium,RAM-PK-044,Pooja Kits,1099,1239,57,"Complete Rudra Abhishek kit with panchamrit ingredients, bel patra, dhatura, bhasam, and mantra guide.",Shiva linga bathing ceremony kit,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,564,ACTIVE,false
Baby Naming Ceremony (Naamkaran) Kit Deluxe,RAM-PK-045,Pooja Kits,549,709,23,"Traditional naamkaran ceremony kit with golden pen, honey, ghee, small kalash, and all samagri items.",Newborn naming ritual supplies,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,311,ACTIVE,false
Premium Dry Fruit Prasad Box Heritage,RAM-BP-001,Bhog & Prasad,559,739,94,"Premium assortment of almonds, cashews, raisins, and mishri in decorative box for temple prasad distribution.",Sacred dry fruit offering assortment,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,210,ACTIVE,true
Pure Mishri (Rock Sugar) Crystals Compact,RAM-BP-002,Bhog & Prasad,159,209,156,Premium quality natural mishri (rock sugar) crystals for deity bhog offering and distribution as prasad.,Natural rock sugar for prasad,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,271,ACTIVE,true
Panchamrit Preparation Set Classic,RAM-BP-003,Bhog & Prasad,519,629,72,"Complete panchamrit set with A2 cow milk, dahi, honey, ghee, and sugar for preparing sacred panchamrit.",Five-nectar offering ingredients,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,697,ACTIVE,true
Sacred Tulsi Patra Collection Premium,RAM-BP-004,Bhog & Prasad,109,129,163,Fresh dried organic tulsi leaves specially picked during Brahma Muhurta for Vishnu puja and bhog.,Holy basil leaves for offerings,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,23,ACTIVE,false
Bhog Cooking Brass Vessel Set Deluxe,RAM-BP-005,Bhog & Prasad,489,589,44,"Small brass vessel set exclusively for preparing deity bhog. Includes patila, kadhai, and serving katori.",Dedicated brass cooking vessels for deity,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,717,ACTIVE,false
Peda Prasad (Homemade Style) Compact,RAM-BP-006,Bhog & Prasad,209,269,42,Pure ghee peda made from thickened milk in traditional style. Perfect for deity bhog and prasad distribution.,Traditional milk sweet for offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,124,ACTIVE,false
Sacred Banana Leaf Plates Artisan Count,RAM-BP-007,Bhog & Prasad,109,119,124,Eco-friendly natural banana leaf plates for serving prasad during temple events and special puja occasions.,Natural leaf plates for prasad serving,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,346,ACTIVE,false
Charnamrit Copper Cup Traditional,RAM-BP-008,Bhog & Prasad,119,139,69,Small pure copper cup specifically for serving charnamrit (sacred water from deity feet washing).,Sacred water offering vessel,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,39,ACTIVE,false
Laddu Prasad Box (Boondi) Deluxe,RAM-BP-009,Bhog & Prasad,379,459,92,Pure ghee boondi laddus prepared in temple-style recipe for deity bhog offering and distribution.,Traditional laddu for deity offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,273,ACTIVE,false
Premium Dry Fruit Prasad Box Classic,RAM-BP-010,Bhog & Prasad,759,839,64,"Premium assortment of almonds, cashews, raisins, and mishri in decorative box for temple prasad distribution.",Sacred dry fruit offering assortment,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,246,ACTIVE,false
Pure Mishri (Rock Sugar) Crystals Extra Large,RAM-BP-011,Bhog & Prasad,119,169,248,Premium quality natural mishri (rock sugar) crystals for deity bhog offering and distribution as prasad.,Natural rock sugar for prasad,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,188,ACTIVE,false
Panchamrit Preparation Set Royal,RAM-BP-012,Bhog & Prasad,349,439,40,"Complete panchamrit set with A2 cow milk, dahi, honey, ghee, and sugar for preparing sacred panchamrit.",Five-nectar offering ingredients,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,724,ACTIVE,false
Sacred Tulsi Patra Collection Heritage,RAM-BP-013,Bhog & Prasad,59,79,73,Fresh dried organic tulsi leaves specially picked during Brahma Muhurta for Vishnu puja and bhog.,Holy basil leaves for offerings,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,63,ACTIVE,false
Bhog Cooking Brass Vessel Set Royal,RAM-BP-014,Bhog & Prasad,1479,1709,31,"Small brass vessel set exclusively for preparing deity bhog. Includes patila, kadhai, and serving katori.",Dedicated brass cooking vessels for deity,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,685,ACTIVE,false
Peda Prasad (Homemade Style) Extra Large,RAM-BP-015,Bhog & Prasad,369,479,45,Pure ghee peda made from thickened milk in traditional style. Perfect for deity bhog and prasad distribution.,Traditional milk sweet for offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,337,ACTIVE,false
Sacred Banana Leaf Plates Royal Count,RAM-BP-016,Bhog & Prasad,149,189,155,Eco-friendly natural banana leaf plates for serving prasad during temple events and special puja occasions.,Natural leaf plates for prasad serving,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,458,ACTIVE,false
Charnamrit Copper Cup Artisan,RAM-BP-017,Bhog & Prasad,189,249,79,Small pure copper cup specifically for serving charnamrit (sacred water from deity feet washing).,Sacred water offering vessel,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,33,ACTIVE,false
Laddu Prasad Box (Boondi) Traditional,RAM-BP-018,Bhog & Prasad,219,249,28,Pure ghee boondi laddus prepared in temple-style recipe for deity bhog offering and distribution.,Traditional laddu for deity offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,170,ACTIVE,false
Premium Dry Fruit Prasad Box Deluxe,RAM-BP-019,Bhog & Prasad,279,369,91,"Premium assortment of almonds, cashews, raisins, and mishri in decorative box for temple prasad distribution.",Sacred dry fruit offering assortment,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,409,ACTIVE,false
Pure Mishri (Rock Sugar) Crystals Large,RAM-BP-020,Bhog & Prasad,249,339,61,Premium quality natural mishri (rock sugar) crystals for deity bhog offering and distribution as prasad.,Natural rock sugar for prasad,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,388,ACTIVE,false
Panchamrit Preparation Set Premium,RAM-BP-021,Bhog & Prasad,339,389,64,"Complete panchamrit set with A2 cow milk, dahi, honey, ghee, and sugar for preparing sacred panchamrit.",Five-nectar offering ingredients,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,434,ACTIVE,false
Sacred Tulsi Patra Collection Artisan,RAM-BP-022,Bhog & Prasad,79,109,65,Fresh dried organic tulsi leaves specially picked during Brahma Muhurta for Vishnu puja and bhog.,Holy basil leaves for offerings,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,97,ACTIVE,false
Bhog Cooking Brass Vessel Set Sacred,RAM-BP-023,Bhog & Prasad,919,1139,20,"Small brass vessel set exclusively for preparing deity bhog. Includes patila, kadhai, and serving katori.",Dedicated brass cooking vessels for deity,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,730,ACTIVE,false
Peda Prasad (Homemade Style) Jumbo,RAM-BP-024,Bhog & Prasad,599,779,90,Pure ghee peda made from thickened milk in traditional style. Perfect for deity bhog and prasad distribution.,Traditional milk sweet for offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,218,ACTIVE,false
Sacred Banana Leaf Plates Traditional Count,RAM-BP-025,Bhog & Prasad,69,89,112,Eco-friendly natural banana leaf plates for serving prasad during temple events and special puja occasions.,Natural leaf plates for prasad serving,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,169,ACTIVE,false
Charnamrit Copper Cup Sacred,RAM-BP-026,Bhog & Prasad,89,119,34,Small pure copper cup specifically for serving charnamrit (sacred water from deity feet washing).,Sacred water offering vessel,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,72,ACTIVE,false
Laddu Prasad Box (Boondi) Sacred,RAM-BP-027,Bhog & Prasad,359,459,92,Pure ghee boondi laddus prepared in temple-style recipe for deity bhog offering and distribution.,Traditional laddu for deity offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,478,ACTIVE,false
Premium Dry Fruit Prasad Box Royal,RAM-BP-028,Bhog & Prasad,609,769,48,"Premium assortment of almonds, cashews, raisins, and mishri in decorative box for temple prasad distribution.",Sacred dry fruit offering assortment,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,106,ACTIVE,false
Pure Mishri (Rock Sugar) Crystals Medium,RAM-BP-029,Bhog & Prasad,239,269,176,Premium quality natural mishri (rock sugar) crystals for deity bhog offering and distribution as prasad.,Natural rock sugar for prasad,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,498,ACTIVE,false
Panchamrit Preparation Set Traditional,RAM-BP-030,Bhog & Prasad,329,409,69,"Complete panchamrit set with A2 cow milk, dahi, honey, ghee, and sugar for preparing sacred panchamrit.",Five-nectar offering ingredients,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,698,ACTIVE,false
Sacred Tulsi Patra Collection Royal,RAM-BP-031,Bhog & Prasad,189,249,60,Fresh dried organic tulsi leaves specially picked during Brahma Muhurta for Vishnu puja and bhog.,Holy basil leaves for offerings,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,37,ACTIVE,false
Bhog Cooking Brass Vessel Set Artisan,RAM-BP-032,Bhog & Prasad,589,779,28,"Small brass vessel set exclusively for preparing deity bhog. Includes patila, kadhai, and serving katori.",Dedicated brass cooking vessels for deity,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,655,ACTIVE,false
Peda Prasad (Homemade Style) Medium,RAM-BP-033,Bhog & Prasad,429,549,81,Pure ghee peda made from thickened milk in traditional style. Perfect for deity bhog and prasad distribution.,Traditional milk sweet for offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,141,ACTIVE,false
Sacred Banana Leaf Plates Classic Count,RAM-BP-034,Bhog & Prasad,159,189,93,Eco-friendly natural banana leaf plates for serving prasad during temple events and special puja occasions.,Natural leaf plates for prasad serving,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,146,ACTIVE,false
Charnamrit Copper Cup Royal,RAM-BP-035,Bhog & Prasad,149,199,113,Small pure copper cup specifically for serving charnamrit (sacred water from deity feet washing).,Sacred water offering vessel,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,69,ACTIVE,false
Laddu Prasad Box (Boondi) Premium,RAM-BP-036,Bhog & Prasad,449,559,21,Pure ghee boondi laddus prepared in temple-style recipe for deity bhog offering and distribution.,Traditional laddu for deity offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,321,ACTIVE,false
Premium Dry Fruit Prasad Box Temple Grade,RAM-BP-037,Bhog & Prasad,1299,1649,38,"Premium assortment of almonds, cashews, raisins, and mishri in decorative box for temple prasad distribution.",Sacred dry fruit offering assortment,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,384,ACTIVE,false
Pure Mishri (Rock Sugar) Crystals Standard,RAM-BP-038,Bhog & Prasad,59,79,198,Premium quality natural mishri (rock sugar) crystals for deity bhog offering and distribution as prasad.,Natural rock sugar for prasad,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,319,ACTIVE,false
Panchamrit Preparation Set Handcrafted,RAM-BP-039,Bhog & Prasad,159,209,74,"Complete panchamrit set with A2 cow milk, dahi, honey, ghee, and sugar for preparing sacred panchamrit.",Five-nectar offering ingredients,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,426,ACTIVE,false
Sacred Tulsi Patra Collection Deluxe,RAM-BP-040,Bhog & Prasad,159,209,124,Fresh dried organic tulsi leaves specially picked during Brahma Muhurta for Vishnu puja and bhog.,Holy basil leaves for offerings,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,61,ACTIVE,false
Bhog Cooking Brass Vessel Set Temple Grade,RAM-BP-041,Bhog & Prasad,1319,1539,22,"Small brass vessel set exclusively for preparing deity bhog. Includes patila, kadhai, and serving katori.",Dedicated brass cooking vessels for deity,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,892,ACTIVE,false
Peda Prasad (Homemade Style) Premium,RAM-BP-042,Bhog & Prasad,139,169,30,Pure ghee peda made from thickened milk in traditional style. Perfect for deity bhog and prasad distribution.,Traditional milk sweet for offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,206,ACTIVE,false
Sacred Banana Leaf Plates Deluxe Count,RAM-BP-043,Bhog & Prasad,139,189,137,Eco-friendly natural banana leaf plates for serving prasad during temple events and special puja occasions.,Natural leaf plates for prasad serving,https://images.unsplash.com/photo-1608571423902-eed4a5ad8108?w=800&auto=format&fit=crop&q=80,123,ACTIVE,false
Charnamrit Copper Cup Heritage,RAM-BP-044,Bhog & Prasad,89,129,135,Small pure copper cup specifically for serving charnamrit (sacred water from deity feet washing).,Sacred water offering vessel,https://images.unsplash.com/photo-1590249350651-28a2c5aa0de3?w=800&auto=format&fit=crop&q=80,74,ACTIVE,false
Laddu Prasad Box (Boondi) Classic,RAM-BP-045,Bhog & Prasad,219,259,27,Pure ghee boondi laddus prepared in temple-style recipe for deity bhog offering and distribution.,Traditional laddu for deity offering,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,463,ACTIVE,false
Pure Cotton Dhoti Heritage,RAM-CR-001,Clothing & Religious Wear,939,1059,40,"Premium quality handloom pure cotton dhoti for temple visits, puja ceremonies, and religious occasions.",Traditional white cotton dhoti,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,204,ACTIVE,true
Silk Angavastram (Uttariya) Handcrafted,RAM-CR-002,Clothing & Religious Wear,2229,2549,29,"Fine Kanchipuram silk angavastram with zari border for priests, devotees, and ceremonial occasions.",Pure silk shoulder cloth,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,60,ACTIVE,true
Devotee Kurta Pajama Set Heritage,RAM-CR-003,Clothing & Religious Wear,1489,1719,39,Pure cotton kurta pajama set in traditional white/cream for temple visits and religious ceremonies.,Traditional kurta set for puja,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,408,ACTIVE,true
Silk Dupatta for Temple Visit Royal,RAM-CR-004,Clothing & Religious Wear,459,619,77,Elegant pure silk dupatta with zari border for women's temple visits and religious ceremony head covering.,Pure silk head covering dupatta,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,127,ACTIVE,false
Pandit Ji Dhoti Kurta Set Classic,RAM-CR-005,Clothing & Religious Wear,2119,2609,28,Premium quality pure cotton pandit dhoti kurta set with angavastram for priests and ceremony conductors.,Priest ceremonial white outfit,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,460,ACTIVE,false
Handloom Cotton Saree Handcrafted,RAM-CR-006,Clothing & Religious Wear,3249,3999,44,Handloom woven pure cotton saree with temple border design for regular temple visits and pooja.,Traditional cotton temple saree,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,280,ACTIVE,false
Gamcha / Puja Towel Traditional,RAM-CR-007,Clothing & Religious Wear,169,229,51,"Pure cotton gamcha (checkered towel) traditionally used during puja, holy dip, and temple ceremonies.",Traditional cotton temple towel,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,57,ACTIVE,false
Bhagwa (Saffron) Meditation Shawl Sacred,RAM-CR-008,Clothing & Religious Wear,499,679,50,"Natural dye saffron bhagwa shawl for meditation, spiritual practice, and ashram retreats.",Saffron-dyed spiritual meditation wrap,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,280,ACTIVE,false
Cotton Topi (Prayer Cap) Classic,RAM-CR-009,Clothing & Religious Wear,109,139,106,"Hand-stitched pure cotton topi cap for men worn during puja, temple visits, and religious ceremonies.",Traditional prayer skull cap,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,43,ACTIVE,false
Silk Pattu / Veshti Temple Grade,RAM-CR-010,Clothing & Religious Wear,3329,4429,24,Premium quality silk pattu veshti with golden border for South Indian temple visits and ceremonies.,South Indian silk garment,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,182,ACTIVE,false
Pure Cotton Dhoti Handcrafted,RAM-CR-011,Clothing & Religious Wear,239,299,38,"Premium quality handloom pure cotton dhoti for temple visits, puja ceremonies, and religious occasions.",Traditional white cotton dhoti,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,155,ACTIVE,false
Silk Angavastram (Uttariya) Premium,RAM-CR-012,Clothing & Religious Wear,1889,2349,46,"Fine Kanchipuram silk angavastram with zari border for priests, devotees, and ceremonial occasions.",Pure silk shoulder cloth,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,176,ACTIVE,false
Devotee Kurta Pajama Set Royal,RAM-CR-013,Clothing & Religious Wear,1779,2249,11,Pure cotton kurta pajama set in traditional white/cream for temple visits and religious ceremonies.,Traditional kurta set for puja,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,450,ACTIVE,false
Silk Dupatta for Temple Visit Traditional,RAM-CR-014,Clothing & Religious Wear,489,599,19,Elegant pure silk dupatta with zari border for women's temple visits and religious ceremony head covering.,Pure silk head covering dupatta,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,124,ACTIVE,false
Pandit Ji Dhoti Kurta Set Traditional,RAM-CR-015,Clothing & Religious Wear,2729,3529,50,Premium quality pure cotton pandit dhoti kurta set with angavastram for priests and ceremony conductors.,Priest ceremonial white outfit,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,351,ACTIVE,false
Handloom Cotton Saree Premium,RAM-CR-016,Clothing & Religious Wear,2659,3219,14,Handloom woven pure cotton saree with temple border design for regular temple visits and pooja.,Traditional cotton temple saree,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,202,ACTIVE,false
Gamcha / Puja Towel Artisan,RAM-CR-017,Clothing & Religious Wear,299,329,56,"Pure cotton gamcha (checkered towel) traditionally used during puja, holy dip, and temple ceremonies.",Traditional cotton temple towel,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,68,ACTIVE,false
Bhagwa (Saffron) Meditation Shawl Handcrafted,RAM-CR-018,Clothing & Religious Wear,639,809,49,"Natural dye saffron bhagwa shawl for meditation, spiritual practice, and ashram retreats.",Saffron-dyed spiritual meditation wrap,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,320,ACTIVE,false
Cotton Topi (Prayer Cap) Premium,RAM-CR-019,Clothing & Religious Wear,199,259,50,"Hand-stitched pure cotton topi cap for men worn during puja, temple visits, and religious ceremonies.",Traditional prayer skull cap,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,35,ACTIVE,false
Silk Pattu / Veshti Heritage,RAM-CR-020,Clothing & Religious Wear,4579,5269,30,Premium quality silk pattu veshti with golden border for South Indian temple visits and ceremonies.,South Indian silk garment,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,354,ACTIVE,false
Pure Cotton Dhoti Royal,RAM-CR-021,Clothing & Religious Wear,1039,1199,61,"Premium quality handloom pure cotton dhoti for temple visits, puja ceremonies, and religious occasions.",Traditional white cotton dhoti,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,400,ACTIVE,false
Silk Angavastram (Uttariya) Traditional,RAM-CR-022,Clothing & Religious Wear,2159,2749,63,"Fine Kanchipuram silk angavastram with zari border for priests, devotees, and ceremonial occasions.",Pure silk shoulder cloth,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,100,ACTIVE,false
Devotee Kurta Pajama Set Premium,RAM-CR-023,Clothing & Religious Wear,2129,2729,28,Pure cotton kurta pajama set in traditional white/cream for temple visits and religious ceremonies.,Traditional kurta set for puja,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,480,ACTIVE,false
Silk Dupatta for Temple Visit Temple Grade,RAM-CR-024,Clothing & Religious Wear,829,1069,24,Elegant pure silk dupatta with zari border for women's temple visits and religious ceremony head covering.,Pure silk head covering dupatta,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,75,ACTIVE,false
Pandit Ji Dhoti Kurta Set Premium,RAM-CR-025,Clothing & Religious Wear,2059,2699,22,Premium quality pure cotton pandit dhoti kurta set with angavastram for priests and ceremony conductors.,Priest ceremonial white outfit,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,506,ACTIVE,false
Handloom Cotton Saree Heritage,RAM-CR-026,Clothing & Religious Wear,3879,4309,21,Handloom woven pure cotton saree with temple border design for regular temple visits and pooja.,Traditional cotton temple saree,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?w=800&auto=format&fit=crop&q=80,281,ACTIVE,false
Gamcha / Puja Towel Deluxe,RAM-CR-027,Clothing & Religious Wear,279,319,125,"Pure cotton gamcha (checkered towel) traditionally used during puja, holy dip, and temple ceremonies.",Traditional cotton temple towel,https://images.unsplash.com/photo-1604607053070-6ede2b4c6747?w=800&auto=format&fit=crop&q=80,59,ACTIVE,false
Bhagwa (Saffron) Meditation Shawl Traditional,RAM-CR-028,Clothing & Religious Wear,349,429,64,"Natural dye saffron bhagwa shawl for meditation, spiritual practice, and ashram retreats.",Saffron-dyed spiritual meditation wrap,https://images.unsplash.com/photo-1617627143750-d86bc21e42bb?w=800&auto=format&fit=crop&q=80,321,ACTIVE,false
